# rs (bohr), Gamma muxc > 0, Gamma muxc = 0
3.276401280256051507e+01,4.477281070556464182e-01,3.738952593354613052e-01
3.277599519903981218e+01,4.476081976899078385e-01,3.737588502770606835e-01
3.278797759551910218e+01,4.474883151462504816e-01,3.736224496229120229e-01
3.279995999199839929e+01,4.473684601399300353e-01,3.734860575518295089e-01
3.281194238847769640e+01,4.472486319556906453e-01,3.733496737061850479e-01
3.282392478495699351e+01,4.471288313087878885e-01,3.732132979071650647e-01
3.283590718143629061e+01,4.470090576627803181e-01,3.730769303335832454e-01
3.284788957791558772e+01,4.468893111964816756e-01,3.729405708066260150e-01
3.285987197439487772e+01,4.467695915522642558e-01,3.728042195051068930e-01
3.287185437087417483e+01,4.466498990877557640e-01,3.726678760713981742e-01
3.288383676735347194e+01,4.465302336241424586e-01,3.725315405054999696e-01
3.289581916383276905e+01,4.464105949826102093e-01,3.723952128074121681e-01
3.290780156031206616e+01,4.462909835207869991e-01,3.722588926195073422e-01
3.291978395679136327e+01,4.461713985234172508e-01,3.721225802994128085e-01
3.293176635327065327e+01,4.460518407057564305e-01,3.719862754895010282e-01
3.294374874974995038e+01,4.459323097101768330e-01,3.718499781897721679e-01
3.295573114622924749e+01,4.458128051790505308e-01,3.717136884002260055e-01
3.296771354270854459e+01,4.456933276488196372e-01,3.715774061208624301e-01
3.297969593918784170e+01,4.455738767618560026e-01,3.714411309940540140e-01
3.299167833566713171e+01,4.454544525181594050e-01,3.713048633774281293e-01
3.300366073214642881e+01,4.453350549177303996e-01,3.711686025557295876e-01
3.301564312862572592e+01,4.452156839605686534e-01,3.710323490654000578e-01
3.302762552510502303e+01,4.450963394678604246e-01,3.708961025488113350e-01
3.303960792158432014e+01,4.449770216184193994e-01,3.707598630059638634e-01
3.305159031806361725e+01,4.448577302334318917e-01,3.706236304368575318e-01
3.306357271454290725e+01,4.447384653128979570e-01,3.704874044838646352e-01
3.307555511102220436e+01,4.446192268568174288e-01,3.703511853257988595e-01
3.308753750750150147e+01,4.445000146863763435e-01,3.702149731414741685e-01
3.309951990398079857e+01,4.443808289803889977e-01,3.700787670368213544e-01
3.311150230046009568e+01,4.442616695600409837e-01,3.699425679059096250e-01
3.312348469693939279e+01,4.441425362465187821e-01,3.698063752122973669e-01
3.313546709341868279e+01,4.440234293974500979e-01,3.696701887771705608e-01
3.314744948989797990e+01,4.439043486552069484e-01,3.695340084217156873e-01
3.315943188637727701e+01,4.437852940197896112e-01,3.693978348611879903e-01
3.317141428285657412e+01,4.436662658488256805e-01,3.692616670227042430e-01
3.318339667933587123e+01,4.435472634270598569e-01,3.691255054427061699e-01
3.319537907581516123e+01,4.434282872909335316e-01,3.689893499423799739e-01
3.320736147229445834e+01,4.433093372616329075e-01,3.688532003429114692e-01
3.321934386877375545e+01,4.431904131603440211e-01,3.687170564654869143e-01
3.323132626525305255e+01,4.430715148082532417e-01,3.685809186677342364e-01
3.324330866173234966e+01,4.429526425629881636e-01,3.684447865920255083e-01
3.325529105821164677e+01,4.428337964245486758e-01,3.683086600595469884e-01
3.326727345469093677e+01,4.427149758564933313e-01,3.681725392491121407e-01
3.327925585117023388e+01,4.425961813952636881e-01,3.680364238030938706e-01
3.329123824764953099e+01,4.424774125044182438e-01,3.679003139003054201e-01
3.330322064412882810e+01,4.423586693627705735e-01,3.677642093619335473e-01
3.331520304060812521e+01,4.422399519703210102e-01,3.676281100091637333e-01
3.332718543708742232e+01,4.421212603270692765e-01,3.674920161996242385e-01
3.333916783356671232e+01,4.420025944330156498e-01,3.673559272180592084e-01
3.335115023004600943e+01,4.418839542881598526e-01,3.672198436009105893e-01
3.336313262652530653e+01,4.417653395348744017e-01,3.670837648117364904e-01
3.337511502300460364e+01,4.416467501731590195e-01,3.669476910293508753e-01
3.338709741948390075e+01,4.415281865606416889e-01,3.668116218961261499e-01
3.339907981596319786e+01,4.414096483396945381e-01,3.666755577696896307e-01
3.341106221244248786e+01,4.412911356891314751e-01,3.665394982924141121e-01
3.342304460892178497e+01,4.411726484301386475e-01,3.664034434642992610e-01
3.343502700540108208e+01,4.410541863839022025e-01,3.662673932853451886e-01
3.344700940188037919e+01,4.409357499080495124e-01,3.661313473979239119e-01
3.345899179835967630e+01,4.408173388237674462e-01,3.659953061596636359e-01
3.347097419483896630e+01,4.406989527734277434e-01,3.658592692129362112e-01
3.348295659131826341e+01,4.405805921146582205e-01,3.657232363789278962e-01
3.349493898779756051e+01,4.404622566686449692e-01,3.655872078364527100e-01
3.350692138427685762e+01,4.403439462565741369e-01,3.654511834066963560e-01
3.351890378075615473e+01,4.402256612360736510e-01,3.653151630896595004e-01
3.353088617723545184e+01,4.401074010707016759e-01,3.651791467065276242e-01
3.354286857371474184e+01,4.399891661180860281e-01,3.650431340784871526e-01
3.355485097019403895e+01,4.398709561994128547e-01,3.649071253843519935e-01
3.356683336667333606e+01,4.397527713146822670e-01,3.647711206241220361e-01
3.357881576315263317e+01,4.396346112850800791e-01,3.646351194401695195e-01
3.359079815963193028e+01,4.395164764682343295e-01,3.644991216536808132e-01
3.360278055611122738e+01,4.393983663277032381e-01,3.643631274434693812e-01
3.361476295259051739e+01,4.392802812211146768e-01,3.642271368095355566e-01
3.362674534906981449e+01,4.391622207908406628e-01,3.640911493942515786e-01
3.363872774554911160e+01,4.390441852156954372e-01,3.639551653764310224e-01
3.365071014202840871e+01,4.389261743168648700e-01,3.638191845772603128e-01
3.366269253850770582e+01,4.388081882731629246e-01,3.636832069967392833e-01
3.367467493498699582e+01,4.386902269057755266e-01,3.635472322772402842e-01
3.368665733146629293e+01,4.385722903935168615e-01,3.634112605975771126e-01
3.369863972794559004e+01,4.384543781999451495e-01,3.632752917789361380e-01
3.371062212442488715e+01,4.383364908615020039e-01,3.631393260001307688e-01
3.372260452090418426e+01,4.382186280205595530e-01,3.630033627247198358e-01
3.373458691738348136e+01,4.381007898559320379e-01,3.628674023103307666e-01
3.374656931386277137e+01,4.379829758311774568e-01,3.627314445781498753e-01
3.375855171034206847e+01,4.378651864827377560e-01,3.625954893493633091e-01
3.377053410682136558e+01,4.377474216317988054e-01,3.624595364451569379e-01
3.378251650330066269e+01,4.376296810995468078e-01,3.623235860443449474e-01
3.379449889977995980e+01,4.375119650647955605e-01,3.621876377892992993e-01
3.380648129625925691e+01,4.373942729911036165e-01,3.620516916800203266e-01
3.381846369273854691e+01,4.372766055937263863e-01,3.619157478953216600e-01
3.383044608921784402e+01,4.371589623362222010e-01,3.617798062563895023e-01
3.384242848569714113e+01,4.370413433974050244e-01,3.616438662267821846e-01
3.385441088217643824e+01,4.369237485984609481e-01,3.615079283429413204e-01
3.386639327865573534e+01,4.368061777605759533e-01,3.613719924260532235e-01
3.387837567513502535e+01,4.366886312413780225e-01,3.612360582973037637e-01
3.389035807161432245e+01,4.365711088620531921e-01,3.611001254202514943e-01
3.390234046809361956e+01,4.364536104437876096e-01,3.609641945101518257e-01
3.391432286457291667e+01,4.363361361653949055e-01,3.608282650305630890e-01
3.392630526105221378e+01,4.362186858480617269e-01,3.606923369814853952e-01
3.393828765753151089e+01,4.361012594917875740e-01,3.605564103629187445e-01
3.395027005401080089e+01,4.359838569177587608e-01,3.604204849960491730e-01
3.396225245049009800e+01,4.358664783047891400e-01,3.602845607020628838e-01
3.397423484696939511e+01,4.357491236528788781e-01,3.601486374809597102e-01
3.398621724344869222e+01,4.356317927832137338e-01,3.600127155115538935e-01
3.399819963992798932e+01,4.355144856957939847e-01,3.598767944362174509e-01
3.401018203640728643e+01,4.353972023906196864e-01,3.597408742549501048e-01
3.402216443288657644e+01,4.352799426888768197e-01,3.596049549677523549e-01
3.403414682936587354e+01,4.351627069481931454e-01,3.594690362169959963e-01
3.404612922584517065e+01,4.350454946321270500e-01,3.593331181814953812e-01
3.405811162232446776e+01,4.349283059194923862e-01,3.591972006824363239e-01
3.407009401880376487e+01,4.348111409891031731e-01,3.590612838986327882e-01
3.408207641528305487e+01,4.346939994833315390e-01,3.589253672936429940e-01
3.409405881176235198e+01,4.345768815809911700e-01,3.587894510462810160e-01
3.410604120824164909e+01,4.344597871032686021e-01,3.586535351565468543e-01
3.411802360472094620e+01,4.343427162289773547e-01,3.585176192668126927e-01
3.413000600120024330e+01,4.342256686004899446e-01,3.583817035558923281e-01
3.414198839767954041e+01,4.341086443966200026e-01,3.582457878449719635e-01
3.415397079415883042e+01,4.339916436173677505e-01,3.581098721340516544e-01
3.416595319063812752e+01,4.338746662627330775e-01,3.579739560655035291e-01
3.417793558711742463e+01,4.337577119750882781e-01,3.578380399969554593e-01
3.418991798359672174e+01,4.336407809332470387e-01,3.577021235707795732e-01
3.420190038007601885e+01,4.335238733160233782e-01,3.575662067869760374e-01
3.421388277655531596e+01,4.334069889446036106e-01,3.574302892879170357e-01
3.422586517303460596e+01,4.332901274613598641e-01,3.572943714312301067e-01
3.423784756951390307e+01,4.331732892239196220e-01,3.571584528592878227e-01
3.424982996599320018e+01,4.330564740534691426e-01,3.570225335720899618e-01
3.426181236247249728e+01,4.329396821288226116e-01,3.568866132120089296e-01
3.427379475895179439e+01,4.328229130923519907e-01,3.567506923154861731e-01
3.428577715543108440e+01,4.327061669440573355e-01,3.566147703460803009e-01
3.429775955191038150e+01,4.325894438627524430e-01,3.564788473037909800e-01
3.430974194838967861e+01,4.324727436696235161e-01,3.563429231886185988e-01
3.432172434486897572e+01,4.323560665434845185e-01,3.562069978217490274e-01
3.433370674134827283e+01,4.322394119478937258e-01,3.560710710243684129e-01
3.434568913782756994e+01,4.321227805981066039e-01,3.559351429752908302e-01
3.435767153430685994e+01,4.320061717788676314e-01,3.557992134957020380e-01
3.436965393078615705e+01,4.318895856689909385e-01,3.556632824067885723e-01
3.438163632726545416e+01,4.317730224472900447e-01,3.555273495297361919e-01
3.439361872374475126e+01,4.316564819349511528e-01,3.553914150433590269e-01
3.440560112022404837e+01,4.315399639531606879e-01,3.552554787688430582e-01
3.441758351670334548e+01,4.314234685019183724e-01,3.551195405273745442e-01
3.442956591318263548e+01,4.313069959388520225e-01,3.549836004977671711e-01
3.444154830966193259e+01,4.311905457275199138e-01,3.548476583223934000e-01
3.445353070614122970e+01,4.310741180467362321e-01,3.547117140012531755e-01
3.446551310262052681e+01,4.309577130753144969e-01,3.545757673555325340e-01
3.447749549909982392e+01,4.308413302768132613e-01,3.544398185640453280e-01
3.448947789557912103e+01,4.307249701876739723e-01,3.543038670903499998e-01
3.450146029205841103e+01,4.306086322714552939e-01,3.541679134708882737e-01
3.451344268853770814e+01,4.304923170645986730e-01,3.540319571692184253e-01
3.452542508501700524e+01,4.303760238518486991e-01,3.538959981853404546e-01
3.453740748149630235e+01,4.302597529908330776e-01,3.537600365192542506e-01
3.454938987797559946e+01,4.301435044815516417e-01,3.536240718133323302e-01
3.456137227445488946e+01,4.300272781451907056e-01,3.534881046040161401e-01
3.457335467093418657e+01,4.299110739817504356e-01,3.533521341760500478e-01
3.458533706741348368e+01,4.297948921700443514e-01,3.532161605294343865e-01
3.459731946389278079e+01,4.296787321736309506e-01,3.530801840217966392e-01
3.460930186037207790e+01,4.295625947077659212e-01,3.529442039378813956e-01
3.462128425685137501e+01,4.294464790571934643e-01,3.528082206353163608e-01
3.463326665333066501e+01,4.293303854007276543e-01,3.526722341141016459e-01
3.464524904980996212e+01,4.292143139171822330e-01,3.525362436589816739e-01
3.465723144628925922e+01,4.290982640701156425e-01,3.524002499852120218e-01
3.466921384276855633e+01,4.289822363959697737e-01,3.522642523775370016e-01
3.468119623924785344e+01,4.288662307159302189e-01,3.521282511935845405e-01
3.469317863572715055e+01,4.287502468511833476e-01,3.519922460757268778e-01
3.470516103220644055e+01,4.286342848017294926e-01,3.518562370239639026e-01
3.471714342868573766e+01,4.285183445675680991e-01,3.517202240382958367e-01
3.472912582516503477e+01,4.284024259698857029e-01,3.515842067610944754e-01
3.474110822164433188e+01,4.282865293663097317e-01,3.514481851923604294e-01
3.475309061812362899e+01,4.281706542203987942e-01,3.513121595109069961e-01
3.476507301460291899e+01,4.280548010685944482e-01,3.511761293591069144e-01
3.477705541108221610e+01,4.279389693744551915e-01,3.510400947369599067e-01
3.478903780756151320e+01,4.278231591379806353e-01,3.509040556444660286e-01
3.480102020404081031e+01,4.277073707167989847e-01,3.507680117239975193e-01
3.481300260052010742e+01,4.275916037532823677e-01,3.506319631543682314e-01
3.482498499699940453e+01,4.274758582474306179e-01,3.504959097567644788e-01
3.483696739347869453e+01,4.273601341992438463e-01,3.503598513523719649e-01
3.484894978995799164e+01,4.272444317875357944e-01,3.502237879411912447e-01
3.486093218643728875e+01,4.271287508334928873e-01,3.500877195232217631e-01
3.487291458291658586e+01,4.270130909794872531e-01,3.499516457408362036e-01
3.488489697939588297e+01,4.268974525831463751e-01,3.498155669516621047e-01
3.489687937587518007e+01,4.267818354656565671e-01,3.496794826192580752e-01
3.490886177235447008e+01,4.266662398058318484e-01,3.495433929224374681e-01
3.492084416883376718e+01,4.265506652460444581e-01,3.494072975035731332e-01
3.493282656531306429e+01,4.264351121439218795e-01,3.492711965414785347e-01
3.494480896179236140e+01,4.263195799630226102e-01,3.491350896785261337e-01
3.495679135827165851e+01,4.262040688821606693e-01,3.489989772723436356e-01
3.496877375475094851e+01,4.260885790801497430e-01,3.488628587864893715e-01
3.498075615123024562e+01,4.259731103781760897e-01,3.487267342209633969e-01
3.499273854770954273e+01,4.258576627762397648e-01,3.485906037545793978e-01
3.500472094418883984e+01,4.257422362743405464e-01,3.484544668508960941e-01
3.501670334066813695e+01,4.256268305148506736e-01,3.483183238675409132e-01
3.502868573714743405e+01,4.255114458553982404e-01,3.481821744468863722e-01
3.504066813362672406e+01,4.253960821171689499e-01,3.480460184101183962e-01
3.505265053010602117e+01,4.252807391213491717e-01,3.479098559360510046e-01
3.506463292658531827e+01,4.251654172255666664e-01,3.477736870246839751e-01
3.507661532306461538e+01,4.250501160721936178e-01,3.476375109607620639e-01
3.508859771954391249e+01,4.249348356612300259e-01,3.475013282807268844e-01
3.510058011602320960e+01,4.248195759926758353e-01,3.473651386269502872e-01
3.511256251250249960e+01,4.247043372453450649e-01,3.472289419994328830e-01
3.512454490898179671e+01,4.245891190616098987e-01,3.470927380405464668e-01
3.513652730546109382e+01,4.244739216202842447e-01,3.469565269291051690e-01
3.514850970194039093e+01,4.243587447425540282e-01,3.468203086651086564e-01
3.516049209841968803e+01,4.242435886072333795e-01,3.466840828909296124e-01
3.517247449489897804e+01,4.241284528566944267e-01,3.465478496065677594e-01
3.518445689137827515e+01,4.240133376697511336e-01,3.464116088120232084e-01
3.519643928785757225e+01,4.238982430464033335e-01,3.462753601496681433e-01
3.520842168433686936e+01,4.237831689866510265e-01,3.461391036195025084e-01
3.522040408081616647e+01,4.236681151328668404e-01,3.460028395791543421e-01
3.523238647729546358e+01,4.235530818426780364e-01,3.458665673133677898e-01
3.524436887377475358e+01,4.234380689372710949e-01,3.457302870009569817e-01
3.525635127025405069e+01,4.233230762378318857e-01,3.455939984631076767e-01
3.526833366673334780e+01,4.232081041019882806e-01,3.454577018786342824e-01
3.528031606321264491e+01,4.230931519932987772e-01,3.453213967110947413e-01
3.529229845969194201e+01,4.229782204482046559e-01,3.451850829604893311e-01
3.530428085617123912e+01,4.228633089302646919e-01,3.450487609844455905e-01
3.531626325265052913e+01,4.227484174394785521e-01,3.449124300677081090e-01
3.532824564912982623e+01,4.226335463334742193e-01,3.447760905679048138e-01
3.534022804560912334e+01,4.225186952546238772e-01,3.446397421274075556e-01
3.535221044208842045e+01,4.224038643817413785e-01,3.445033849250306313e-01
3.536419283856771756e+01,4.222890535360125930e-01,3.443670184243320942e-01
3.537617523504700756e+01,4.221742625386241676e-01,3.442306429829397052e-01
3.538815763152630467e+01,4.220594915683897330e-01,3.440942582432259811e-01
3.540014002800560178e+01,4.219447406253091781e-01,3.439578640263770137e-01
3.541212242448489889e+01,4.218300097093825585e-01,3.438214605112063782e-01
3.542410482096419599e+01,4.217152986417960214e-01,3.436850473400866468e-01
3.543608721744349310e+01,4.216006072437358254e-01,3.435486248706453027e-01
3.544806961392278311e+01,4.214859360516434728e-01,3.434121923876271021e-01
3.546005201040208021e+01,4.213712843502633865e-01,3.432757498910317673e-01
3.547203440688137732e+01,4.212566524972233273e-01,3.431392977384872256e-01
3.548401680336067443e+01,4.211420404925235172e-01,3.430028355723658273e-01
3.549599919983997154e+01,4.210274479785359181e-01,3.428663630350395897e-01
3.550798159631926865e+01,4.209128751340746599e-01,3.427298804841364399e-01
3.551996399279855865e+01,4.207983221379533179e-01,3.425933873832145427e-01
3.553194638927785576e+01,4.206837886325444087e-01,3.424568839110880281e-01
3.554392878575715287e+01,4.205692746178479879e-01,3.423203698889427660e-01
3.555591118223644997e+01,4.204547804514915388e-01,3.421838453167790339e-01
3.556789357871574708e+01,4.203403054182196508e-01,3.420473100157828683e-01
3.557987597519504419e+01,4.202258500544739928e-01,3.419107638071403610e-01
3.559185837167433419e+01,4.201114141814407676e-01,3.417742065120376038e-01
3.560384076815363130e+01,4.199969976203059563e-01,3.416376384881021355e-01
3.561582316463292841e+01,4.198826003710697252e-01,3.415010590200789897e-01
3.562780556111222552e+01,4.197682226125456495e-01,3.413644684655953720e-01
3.563978795759152263e+01,4.196538641659200430e-01,3.412278664670239103e-01
3.565177035407081263e+01,4.195395248523791087e-01,3.410912530243643270e-01
3.566375275055010974e+01,4.194252050295506073e-01,3.409546277799891945e-01
3.567573514702940685e+01,4.193109041609926479e-01,3.408179910915258848e-01
3.568771754350870395e+01,4.191966227831471214e-01,3.406813426013470258e-01
3.569969993998800106e+01,4.190823603595722480e-01,3.405446823094522291e-01
3.571168233646729817e+01,4.189681172478960103e-01,3.404080100370279194e-01
3.572366473294658817e+01,4.188538930904903701e-01,3.402713256052602442e-01
3.573564712942588528e+01,4.187396878873554940e-01,3.401346288353351843e-01
3.574762952590518239e+01,4.186255018173050679e-01,3.399979199060664814e-01
3.575961192238447950e+01,4.185113347015255725e-01,3.398611988174544130e-01
3.577159431886377661e+01,4.183971867188306382e-01,3.397244648542434020e-01
3.578357671534307372e+01,4.182830575115925598e-01,3.395877183740609873e-01
3.579555911182236372e+01,4.181689472586250234e-01,3.394509591980937602e-01
3.580754150830166083e+01,4.180548557811144539e-01,3.393141871475273130e-01
3.581952390478095793e+01,4.179407832578746484e-01,3.391774022223619234e-01
3.583150630126025504e+01,4.178267295100915879e-01,3.390406040649698860e-01
3.584348869773955215e+01,4.177126945377656053e-01,3.389037930329789061e-01
3.585547109421884215e+01,4.175986783408960901e-01,3.387669685899471483e-01
3.586745349069813926e+01,4.174846807406698002e-01,3.386301307358748902e-01
3.587943588717743637e+01,4.173707019159003107e-01,3.384932794707620207e-01
3.589141828365673348e+01,4.172567418665876215e-01,3.383564146157946317e-01
3.590340068013603059e+01,4.171428002351040831e-01,3.382195361709728343e-01
3.591538307661532770e+01,4.170288772002634925e-01,3.380826437786687011e-01
3.592736547309461770e+01,4.169149727620658497e-01,3.379457374388823987e-01
3.593934786957391481e+01,4.168010867416973575e-01,3.378088171516138161e-01
3.595133026605321191e+01,4.166872193179719241e-01,3.376718829168631197e-01
3.596331266253250902e+01,4.165733703120753639e-01,3.375349340193746772e-01
3.597529505901180613e+01,4.164595399028218625e-01,3.373979711744040100e-01
3.598727745549110324e+01,4.163457275537697511e-01,3.372609936666954855e-01
3.599925985197039324e+01,4.162319338013606429e-01,3.371240014962493259e-01
3.601124224844969035e+01,4.161181582879667218e-01,3.369869948418794392e-01
3.602322464492898746e+01,4.160044010135878767e-01,3.368499733459577872e-01
3.603520704140828457e+01,4.158906621570382933e-01,3.367129370084845918e-01
3.604718943788758168e+01,4.157769415395039525e-01,3.365758854718319260e-01
3.605917183436687168e+01,4.156632389821709461e-01,3.364388189148139752e-01
3.607115423084616879e+01,4.155495546638530713e-01,3.363017369798026457e-01
3.608313662732546589e+01,4.154358884057365309e-01,3.361646396667982151e-01
3.609511902380476300e+01,4.153222403866352330e-01,3.360275269758004058e-01
3.610710142028406011e+01,4.152086102489215280e-01,3.358903989068094953e-01
3.611908381676335722e+01,4.150949983502229546e-01,3.357532547445697957e-01
3.613106621324264722e+01,4.149814043329118074e-01,3.356160952043369394e-01
3.614304860972194433e+01,4.148678285546159583e-01,3.354789193920413304e-01
3.615503100620124144e+01,4.147542703000797748e-01,3.353417274864972097e-01
3.616701340268053855e+01,4.146407302845588339e-01,3.352045196665180971e-01
3.617899579915983566e+01,4.145272081504255413e-01,3.350672953956626010e-01
3.619097819563913276e+01,4.144137035400516922e-01,3.349300550315583713e-01
3.620296059211842277e+01,4.143002171686931412e-01,3.347927978589498865e-01
3.621494298859771988e+01,4.141867483210943668e-01,3.346555242354649073e-01
3.622692538507701698e+01,4.140732973548830742e-01,3.345182338034756175e-01
3.623890778155631409e+01,4.139598639124315027e-01,3.343809265629822391e-01
3.625089017803561120e+01,4.138464483513673575e-01,3.342436021563568449e-01
3.626287257451490120e+01,4.137330503140630444e-01,3.341062609412273066e-01
3.627485497099419831e+01,4.136196701581460466e-01,3.339689022023378806e-01
3.628683736747349542e+01,4.135063073471750839e-01,3.338315264761305690e-01
3.629881976395279253e+01,4.133929620599637311e-01,3.336941332261632587e-01
3.631080216043208964e+01,4.132796344753258411e-01,3.335567222736225967e-01
3.632278455691138674e+01,4.131663244144478386e-01,3.334192937973221027e-01
3.633476695339067675e+01,4.130530316985157047e-01,3.332818474396341268e-01
3.634674934986997386e+01,4.129397565063431808e-01,3.331443830217447610e-01
3.635873174634927096e+01,4.128264986591166363e-01,3.330069007224680799e-01
3.637071414282856807e+01,4.127132581568357939e-01,3.328694003629899534e-01
3.638269653930786518e+01,4.126000351783147280e-01,3.327318814068688235e-01
3.639467893578716229e+01,4.124868291871117698e-01,3.325943442117325066e-01
3.640666133226645229e+01,4.123736407196685327e-01,3.324567885987670390e-01
3.641864372874574940e+01,4.122604694183572560e-01,3.323192143891587902e-01
3.643062612522504651e+01,4.121473152831780506e-01,3.321816212252794998e-01
3.644260852170434362e+01,4.120341784929446582e-01,3.320440091071298894e-01
3.645459091818364072e+01,4.119210588688431707e-01,3.319063782135230900e-01
3.646657331466293783e+01,4.118079562320599019e-01,3.317687280080180434e-01
3.647855571114222784e+01,4.116948707614083713e-01,3.316310586694282136e-01
3.649053810762152494e+01,4.115818020992610959e-01,3.314933700189400811e-01
3.650252050410082205e+01,4.114687507820600221e-01,3.313556615201118105e-01
3.651450290058011916e+01,4.113557162733627592e-01,3.312179337093850151e-01
3.652648529705941627e+01,4.112426987519838262e-01,3.310801860503181926e-01
3.653846769353870627e+01,4.111296983967367424e-01,3.309424185429112875e-01
3.655045009001800338e+01,4.110167146711801722e-01,3.308046310083503361e-01
3.656243248649730049e+01,4.109037477541277461e-01,3.306668232678215413e-01
3.657441488297659760e+01,4.107907978243932612e-01,3.305289953213249587e-01
3.658639727945589470e+01,4.106778647031631979e-01,3.303911469900465692e-01
3.659837967593519181e+01,4.105649483904372232e-01,3.302532782739866501e-01
3.661036207241448182e+01,4.104520487074017066e-01,3.301153888155170524e-01
3.662234446889377892e+01,4.103391658328704450e-01,3.299774786146381644e-01
3.663432686537307603e+01,4.102262995880294749e-01,3.298395473137220035e-01
3.664630926185237314e+01,4.101134497940649437e-01,3.297015952703962749e-01
3.665829165833167025e+01,4.100006168086046121e-01,3.295636221270333843e-01
3.667027405481096736e+01,4.098878004528346830e-01,3.294256275260057376e-01
3.668225645129025736e+01,4.097750005479413038e-01,3.292876114673127796e-01
3.669423884776955447e+01,4.096622172727381050e-01,3.291495739509550100e-01
3.670622124424885158e+01,4.095494504484115117e-01,3.290115147981184096e-01
3.671820364072814868e+01,4.094366998961475046e-01,3.288734338299890148e-01
3.673018603720744579e+01,4.093239659735737890e-01,3.287353308677530284e-01
3.674216843368673580e+01,4.092112483230627151e-01,3.285972059114106170e-01
3.675415083016603290e+01,4.090985471234281912e-01,3.284590587821476504e-01
3.676613322664533001e+01,4.089858621958560869e-01,3.283208893011502205e-01
3.677811562312462712e+01,4.088731935403466244e-01,3.281826972896048078e-01
3.679009801960392423e+01,4.087605411568998037e-01,3.280444827475110237e-01
3.680208041608322134e+01,4.086479050455156248e-01,3.279062454960550710e-01
3.681406281256251134e+01,4.085352850273801240e-01,3.277679853564232637e-01
3.682604520904180845e+01,4.084226812813072649e-01,3.276297023286156573e-01
3.683802760552110556e+01,4.083100936284831395e-01,3.274913960550041025e-01
3.685001000200040266e+01,4.081975220689075812e-01,3.273530667144027850e-01
3.686199239847969977e+01,4.080849666025809785e-01,3.272147137703699804e-01
3.687397479495899688e+01,4.079724272295028875e-01,3.270763372229057442e-01
3.688595719143828688e+01,4.078599039496738077e-01,3.269379370720099098e-01
3.689793958791758399e+01,4.077473964054654787e-01,3.267995133176828104e-01
3.690992198439688110e+01,4.076349049545058834e-01,3.266610656022963521e-01
3.692190438087617821e+01,4.075224294179812246e-01,3.265225935682230518e-01
3.693388677735547532e+01,4.074099697958912802e-01,3.263840975730905036e-01
3.694586917383476532e+01,4.072975259094224754e-01,3.262455769016432416e-01
3.695785157031406243e+01,4.071850979373884405e-01,3.261070320903228792e-01
3.696983396679335954e+01,4.070726857009753230e-01,3.259684626026878584e-01
3.698181636327265664e+01,4.069602892001833450e-01,3.258298680811102521e-01
3.699379875975195375e+01,4.068479086138260259e-01,3.256912488832179875e-01
3.700578115623125086e+01,4.067355434054620300e-01,3.255526044725693957e-01
3.701776355271054086e+01,4.066231941115328041e-01,3.254139350279782739e-01
3.702974594918983797e+01,4.065108603744107540e-01,3.252752401918172498e-01
3.704172834566913508e+01,4.063985421940957687e-01,3.251365199640857129e-01
3.705371074214843219e+01,4.062862395705880147e-01,3.249977739871562354e-01
3.706569313862772930e+01,4.061739525038872145e-01,3.248590022610288175e-01
3.707767553510702641e+01,4.060616809939935345e-01,3.247202046068896619e-01
3.708965793158631641e+01,4.059494248620930668e-01,3.245813810247385467e-01
3.710164032806561352e+01,4.058371842869998303e-01,3.244425311569479331e-01
3.711362272454491062e+01,4.057249589110858423e-01,3.243036550035176546e-01
3.712560512102420773e+01,4.056127490919788636e-01,3.241647523856340252e-01
3.713758751750350484e+01,4.055005546508652081e-01,3.240258231244829146e-01
3.714956991398279484e+01,4.053883754089309122e-01,3.238868670412507478e-01
3.716155231046209195e+01,4.052762115449899394e-01,3.237478843147512109e-01
3.717353470694138906e+01,4.051640627014144735e-01,3.236088742297288379e-01
3.718551710342068617e+01,4.050519292358319978e-01,3.234698369649974259e-01
3.719749949989998328e+01,4.049398111482427898e-01,3.233307723417432888e-01
3.720948189637928039e+01,4.048277079022053471e-01,3.231916805387800573e-01
3.722146429285857039e+01,4.047156200341609500e-01,3.230525608408524874e-01
3.723344668933786750e+01,4.046035470076682072e-01,3.229134132479604680e-01
3.724542908581716461e+01,4.044914891803549351e-01,3.227742377601039991e-01
3.725741148229646171e+01,4.043794463734068922e-01,3.226350341984690617e-01
3.726939387877575882e+01,4.042674184080107258e-01,3.224958023842420807e-01
3.728137627525505593e+01,4.041554056417937524e-01,3.223565421386089258e-01
3.729335867173434593e+01,4.040434077171284333e-01,3.222172534615697082e-01
3.730534106821364304e+01,4.039314246340147685e-01,3.220779359954967225e-01
3.731732346469294015e+01,4.038194563924525360e-01,3.219385897403898578e-01
3.732930586117223726e+01,4.037075031712558659e-01,3.217992143386214643e-01
3.734128825765153437e+01,4.035955646127968865e-01,3.216598099690053392e-01
3.735327065413082437e+01,4.034836407170758199e-01,3.215203760950998690e-01
3.736525305061012148e+01,4.033717318417200937e-01,3.213809128957189065e-01
3.737723544708941859e+01,4.032598374502882610e-01,3.212414198344208938e-01
3.738921784356871569e+01,4.031479579004079161e-01,3.211018972688334250e-01
3.740120024004801280e+01,4.030360928344515203e-01,3.209623446625152199e-01
