# omega, re fxc dimensionless
5.296063810381038195e+01,3.934569059678089467e-03
5.297064009400940421e+01,3.933490340906260242e-03
5.298064208420842647e+01,3.932412111375756421e-03
5.299064407440744162e+01,3.931334370775872548e-03
5.300064606460646388e+01,3.930257118796154706e-03
5.301064805480548614e+01,3.929180355126407446e-03
5.302065004500450129e+01,3.928104079456685126e-03
5.303065203520352355e+01,3.927028291477296235e-03
5.304065402540254581e+01,3.925952990878802534e-03
5.305065601560156097e+01,3.924878177352019056e-03
5.306065800580058323e+01,3.923803850588012364e-03
5.307065999599960548e+01,3.922730010278099692e-03
5.308066198619862064e+01,3.921656656113855881e-03
5.309066397639764290e+01,3.920583787787099497e-03
5.310066596659666516e+01,3.919511404989908451e-03
5.311066795679568031e+01,3.918439507414607850e-03
5.312066994699470257e+01,3.917368094753770867e-03
5.313067193719372483e+01,3.916297166700228281e-03
5.314067392739273998e+01,3.915226722947053734e-03
5.315067591759176224e+01,3.914156763187578471e-03
5.316067790779078450e+01,3.913087287115380071e-03
5.317067989798979966e+01,3.912018294424283310e-03
5.318068188818882192e+01,3.910949784808367968e-03
5.319068387838784417e+01,3.909881757961957555e-03
5.320068586858685933e+01,3.908814213579630582e-03
5.321068785878588159e+01,3.907747151356209293e-03
5.322068984898490385e+01,3.906680570986764862e-03
5.323069183918391900e+01,3.905614472166618698e-03
5.324069382938294126e+01,3.904548854591338106e-03
5.325069581958196352e+01,3.903483717956741060e-03
5.326069780978097867e+01,3.902419061958890996e-03
5.327069979998000093e+01,3.901354886294097681e-03
5.328070179017902319e+01,3.900291190658920683e-03
5.329070378037803835e+01,3.899227974750162865e-03
5.330070577057706060e+01,3.898165238264876455e-03
5.331070776077608286e+01,3.897102980900359580e-03
5.332070975097509802e+01,3.896041202354154961e-03
5.333071174117412028e+01,3.894979902324051217e-03
5.334071373137314254e+01,3.893919080508084166e-03
5.335071572157215769e+01,3.892858736604530752e-03
5.336071771177117995e+01,3.891798870311920320e-03
5.337071970197020221e+01,3.890739481329020741e-03
5.338072169216921736e+01,3.889680569354846650e-03
5.339072368236823962e+01,3.888622134088655976e-03
5.340072567256726188e+01,3.887564175229949945e-03
5.341072766276627704e+01,3.886506692478480015e-03
5.342072965296529929e+01,3.885449685534230965e-03
5.343073164316432155e+01,3.884393154097439543e-03
5.344073363336333671e+01,3.883337097868583190e-03
5.345073562356235897e+01,3.882281516548376568e-03
5.346073761376138123e+01,3.881226409837784143e-03
5.347073960396039638e+01,3.880171777438011504e-03
5.348074159415941864e+01,3.879117619050503635e-03
5.349074358435844090e+01,3.878063934376949681e-03
5.350074557455745605e+01,3.877010723119280345e-03
5.351074756475647831e+01,3.875957984979664858e-03
5.352074955495550057e+01,3.874905719660516612e-03
5.353075154515451572e+01,3.873853926864490559e-03
5.354075353535353798e+01,3.872802606294479307e-03
5.355075552555256024e+01,3.871751757653618328e-03
5.356075751575157540e+01,3.870701380645282484e-03
5.357075950595059766e+01,3.869651474973085162e-03
5.358076149614961992e+01,3.868602040340881308e-03
5.359076348634863507e+01,3.867553076452768298e-03
5.360076547654765733e+01,3.866504583013076393e-03
5.361076746674667959e+01,3.865456559726378281e-03
5.362076945694569474e+01,3.864409006297486043e-03
5.363077144714471700e+01,3.863361922431446816e-03
5.364077343734373926e+01,3.862315307833552765e-03
5.365077542754275441e+01,3.861269162209327206e-03
5.366077741774177667e+01,3.860223485264533284e-03
5.367077940794079893e+01,3.859178276705176568e-03
5.368078139813981409e+01,3.858133536237492046e-03
5.369078338833883635e+01,3.857089263567958434e-03
5.370078537853785861e+01,3.856045458403286469e-03
5.371078736873687376e+01,3.855002120450428445e-03
5.372078935893589602e+01,3.853959249416568245e-03
5.373079134913491828e+01,3.852916845009128274e-03
5.374079333933393343e+01,3.851874906935769029e-03
5.375079532953295569e+01,3.850833434904383026e-03
5.376079731973197795e+01,3.849792428623099571e-03
5.377079930993099310e+01,3.848751887800284325e-03
5.378080130013001536e+01,3.847711812144537138e-03
5.379080329032903762e+01,3.846672201364692047e-03
5.380080528052805278e+01,3.845633055169819445e-03
5.381080727072707504e+01,3.844594373269221745e-03
5.382080926092609729e+01,3.843556155372436414e-03
5.383081125112511245e+01,3.842518401189236842e-03
5.384081324132413471e+01,3.841481110429625836e-03
5.385081523152315697e+01,3.840444282803847330e-03
5.386081722172217212e+01,3.839407918022367736e-03
5.387081921192119438e+01,3.838372015795893290e-03
5.388082120212021664e+01,3.837336575835363552e-03
5.389082319231923179e+01,3.836301597851946195e-03
5.390082518251825405e+01,3.835267081557046116e-03
5.391082717271727631e+01,3.834233026662295894e-03
5.392082916291629147e+01,3.833199432879562732e-03
5.393083115311531373e+01,3.832166299920945849e-03
5.394083314331433598e+01,3.831133627498772148e-03
5.395083513351335114e+01,3.830101415325602287e-03
5.396083712371237340e+01,3.829069663114227640e-03
5.397083911391139566e+01,3.828038370577672034e-03
5.398084110411041081e+01,3.827007537429187416e-03
5.399084309430943307e+01,3.825977163382255145e-03
5.400084508450845533e+01,3.824947248150588602e-03
5.401084707470747048e+01,3.823917791448130151e-03
5.402084906490649274e+01,3.822888792989053743e-03
5.403085105510551500e+01,3.821860252487758406e-03
5.404085304530453016e+01,3.820832169658874324e-03
5.405085503550355241e+01,3.819804544217264564e-03
5.406085702570257467e+01,3.818777375878011204e-03
5.407085901590158983e+01,3.817750664356436147e-03
5.408086100610061209e+01,3.816724409368082906e-03
5.409086299629963435e+01,3.815698610628721812e-03
5.410086498649864950e+01,3.814673267854356946e-03
5.411086697669767176e+01,3.813648380761210099e-03
5.412086896689669402e+01,3.812623949065742888e-03
5.413087095709570917e+01,3.811599972484636372e-03
5.414087294729473143e+01,3.810576450734798424e-03
5.415087493749375369e+01,3.809553383533363733e-03
5.416087692769276885e+01,3.808530770597697273e-03
5.417087891789179110e+01,3.807508611645385628e-03
5.418088090809081336e+01,3.806486906394245234e-03
5.419088289828982852e+01,3.805465654562314570e-03
5.420088488848885078e+01,3.804444855867861533e-03
5.421088687868787304e+01,3.803424510029376066e-03
5.422088886888688819e+01,3.802404616765571021e-03
5.423089085908591045e+01,3.801385175795393440e-03
5.424089284928493271e+01,3.800366186838004603e-03
5.425089483948394786e+01,3.799347649612795641e-03
5.426089682968297012e+01,3.798329563839383197e-03
5.427089881988199238e+01,3.797311929237602059e-03
5.428090081008100753e+01,3.796294745527518163e-03
5.429090280028002979e+01,3.795278012429415589e-03
5.430090479047905205e+01,3.794261729663802631e-03
5.431090678067806721e+01,3.793245896951412226e-03
5.432090877087708947e+01,3.792230514013200226e-03
5.433091076107611173e+01,3.791215580570341491e-03
5.434091275127512688e+01,3.790201096344241165e-03
5.435091474147414914e+01,3.789187061056516898e-03
5.436091673167317140e+01,3.788173474429014885e-03
5.437091872187218655e+01,3.787160336183804238e-03
5.438092071207120881e+01,3.786147646043168304e-03
5.439092270227023107e+01,3.785135403729618982e-03
5.440092469246924622e+01,3.784123608965889347e-03
5.441092668266826848e+01,3.783112261474925846e-03
5.442092867286729074e+01,3.782101360979902606e-03
5.443093066306630590e+01,3.781090907204214067e-03
5.444093265326532816e+01,3.780080899871471074e-03
5.445093464346435042e+01,3.779071338705508685e-03
5.446093663366336557e+01,3.778062223430377932e-03
5.447093862386238783e+01,3.777053553770354927e-03
5.448094061406141009e+01,3.776045329449926984e-03
5.449094260426042524e+01,3.775037550193808666e-03
5.450094459445944750e+01,3.774030215726929208e-03
5.451094658465846976e+01,3.773023325774440325e-03
5.452094857485748491e+01,3.772016880061707534e-03
5.453095056505650717e+01,3.771010878314316663e-03
5.454095255525552943e+01,3.770005320258071682e-03
5.455095454545454459e+01,3.769000205619000340e-03
5.456095653565356685e+01,3.767995534123336383e-03
5.457095852585258910e+01,3.766991305497539074e-03
5.458096051605160426e+01,3.765987519468283647e-03
5.459096250625062652e+01,3.764984175762463910e-03
5.460096449644964878e+01,3.763981274107187480e-03
5.461096648664866393e+01,3.762978814229779242e-03
5.462096847684768619e+01,3.761976795857783096e-03
5.463097046704670845e+01,3.760975218718955876e-03
5.464097245724572360e+01,3.759974082541274291e-03
5.465097444744474586e+01,3.758973387052924955e-03
5.466097643764376812e+01,3.757973131982317826e-03
5.467097842784278328e+01,3.756973317058073195e-03
5.468098041804180554e+01,3.755973942009026029e-03
5.469098240824082779e+01,3.754975006564230302e-03
5.470098439843984295e+01,3.753976510452950756e-03
5.471098638863886521e+01,3.752978453404669842e-03
5.472098837883788747e+01,3.751980835149080346e-03
5.473099036903690262e+01,3.750983655416094062e-03
5.474099235923592488e+01,3.749986913935837458e-03
5.475099434943494714e+01,3.748990610438643432e-03
5.476099633963396229e+01,3.747994744655065193e-03
5.477099832983298455e+01,3.746999316315864550e-03
5.478100032003200681e+01,3.746004325152022321e-03
5.479100231023102197e+01,3.745009770894727058e-03
5.480100430043004422e+01,3.744015653275382851e-03
5.481100629062906648e+01,3.743021972025603692e-03
5.482100828082808164e+01,3.742028726877220848e-03
5.483101027102710390e+01,3.741035917562268113e-03
5.484101226122612616e+01,3.740043543813004363e-03
5.485101425142514131e+01,3.739051605361891004e-03
5.486101624162416357e+01,3.738060101941601075e-03
5.487101823182318583e+01,3.737069033285023156e-03
5.488102022202220098e+01,3.736078399125256164e-03
5.489102221222122324e+01,3.735088199195605880e-03
5.490102420242024550e+01,3.734098433229592322e-03
5.491102619261926066e+01,3.733109100960946714e-03
5.492102818281828291e+01,3.732120202123608010e-03
5.493103017301730517e+01,3.731131736451722899e-03
5.494103216321632033e+01,3.730143703679657512e-03
5.495103415341534259e+01,3.729156103541977040e-03
5.496103614361436485e+01,3.728168935773461777e-03
5.497103813381338000e+01,3.727182200109100622e-03
5.498104012401240226e+01,3.726195896284089770e-03
5.499104211421142452e+01,3.725210024033835752e-03
5.500104410441044678e+01,3.724224583093952833e-03
5.501104609460946193e+01,3.723239573200266914e-03
5.502104808480848419e+01,3.722254994088806425e-03
5.503105007500750645e+01,3.721270845495813599e-03
5.504105206520652160e+01,3.720287127157734935e-03
5.505105405540554386e+01,3.719303838811224231e-03
5.506105604560456612e+01,3.718320980193146053e-03
5.507105803580358128e+01,3.717338551040568796e-03
5.508106002600260354e+01,3.716356551090770326e-03
5.509106201620162580e+01,3.715374980081234072e-03
5.510106400640064095e+01,3.714393837749651629e-03
5.511106599659966321e+01,3.713413123833917556e-03
5.512106798679868547e+01,3.712432838072135879e-03
5.513106997699770062e+01,3.711452980202617925e-03
5.514107196719672288e+01,3.710473549963875378e-03
5.515107395739574514e+01,3.709494547094630262e-03
5.516107594759476029e+01,3.708515971333810595e-03
5.517107793779378255e+01,3.707537822420545626e-03
5.518107992799280481e+01,3.706560100094171036e-03
5.519108191819181997e+01,3.705582804094232404e-03
5.520108390839084223e+01,3.704605934160472205e-03
5.521108589858986448e+01,3.703629490032839776e-03
5.522108788878887964e+01,3.702653471451494791e-03
5.523108987898790190e+01,3.701677878156793382e-03
5.524109186918692416e+01,3.700702709889295942e-03
5.525109385938593931e+01,3.699727966389773203e-03
5.526109584958496157e+01,3.698753647399194086e-03
5.527109783978398383e+01,3.697779752658729175e-03
5.528109982998299898e+01,3.696806281909759389e-03
5.529110182018202124e+01,3.695833234893859936e-03
5.530110381038104350e+01,3.694860611352814624e-03
5.531110580058005866e+01,3.693888411028607190e-03
5.532110779077908091e+01,3.692916633663426932e-03
5.533110978097810317e+01,3.691945278999659175e-03
5.534111177117711833e+01,3.690974346779899579e-03
5.535111376137614059e+01,3.690003836746934187e-03
5.536111575157516285e+01,3.689033748643761983e-03
5.537111774177417800e+01,3.688064082213580574e-03
5.538111973197320026e+01,3.687094837199781858e-03
5.539112172217222252e+01,3.686126013345966766e-03
5.540112371237123767e+01,3.685157610395932686e-03
5.541112570257025993e+01,3.684189628093676935e-03
5.542112769276928219e+01,3.683222066183402393e-03
5.543112968296829735e+01,3.682254924409507531e-03
5.544113167316731960e+01,3.681288202516589877e-03
5.545113366336634186e+01,3.680321900249452528e-03
5.546113565356535702e+01,3.679356017353093734e-03
5.547113764376437928e+01,3.678390553572709505e-03
5.548113963396340154e+01,3.677425508653700981e-03
5.549114162416241669e+01,3.676460882341663593e-03
5.550114361436143895e+01,3.675496674382393129e-03
5.551114560456046121e+01,3.674532884521883574e-03
5.552114759475947636e+01,3.673569512506331004e-03
5.553114958495849862e+01,3.672606558082121882e-03
5.554115157515752088e+01,3.671644020995849540e-03
5.555115356535653603e+01,3.670681900994299859e-03
5.556115555555555829e+01,3.669720197824456482e-03
5.557115754575458055e+01,3.668758911233504279e-03
5.558115953595359571e+01,3.667798040968821977e-03
5.559116152615261797e+01,3.666837586777985623e-03
5.560116351635164023e+01,3.665877548408770763e-03
5.561116550655065538e+01,3.664917925609149398e-03
5.562116749674967764e+01,3.663958718127285647e-03
5.563116948694869990e+01,3.662999925711546163e-03
5.564117147714771505e+01,3.662041548110489715e-03
5.565117346734673731e+01,3.661083585072872834e-03
5.566117545754575957e+01,3.660126036347645904e-03
5.567117744774477472e+01,3.659168901683960539e-03
5.568117943794379698e+01,3.658212180831156134e-03
5.569118142814281924e+01,3.657255873538771580e-03
5.570118341834183440e+01,3.656299979556542658e-03
5.571118540854085666e+01,3.655344498634394233e-03
5.572118739873987892e+01,3.654389430522452832e-03
5.573118938893889407e+01,3.653434774971033635e-03
5.574119137913791633e+01,3.652480531730650012e-03
5.575119336933693859e+01,3.651526700552008321e-03
5.576119535953595374e+01,3.650573281186007910e-03
5.577119734973497600e+01,3.649620273383742848e-03
5.578119933993399826e+01,3.648667676896501493e-03
5.579120133013301341e+01,3.647715491475764758e-03
5.580120332033203567e+01,3.646763716873204809e-03
5.581120531053105793e+01,3.645812352840693306e-03
5.582120730073007309e+01,3.644861399130287088e-03
5.583120929092909535e+01,3.643910855494240757e-03
5.584121128112811761e+01,3.642960721684998428e-03
5.585121327132713276e+01,3.642010997455199812e-03
5.586121526152615502e+01,3.641061682557673700e-03
5.587121725172517728e+01,3.640112776745441439e-03
5.588121924192419243e+01,3.639164279771719968e-03
5.589122123212321469e+01,3.638216191389910103e-03
5.590122322232223695e+01,3.637268511353611289e-03
5.591122521252125210e+01,3.636321239416612488e-03
5.592122720272027436e+01,3.635374375332888278e-03
5.593122919291929662e+01,3.634427918856612295e-03
5.594123118311831178e+01,3.633481869742147697e-03
5.595123317331733404e+01,3.632536227744039784e-03
5.596123516351635629e+01,3.631590992617033352e-03
5.597123715371537145e+01,3.630646164116060979e-03
5.598123914391439371e+01,3.629701741996240426e-03
5.599124113411341597e+01,3.628757726012887645e-03
5.600124312431243112e+01,3.627814115921502471e-03
5.601124511451145338e+01,3.626870911477772953e-03
5.602124710471047564e+01,3.625928112437579263e-03
5.603124909490949079e+01,3.624985718556993260e-03
5.604125108510851305e+01,3.624043729592269381e-03
5.605125307530753531e+01,3.623102145299856788e-03
5.606125506550655047e+01,3.622160965436389390e-03
5.607125705570557272e+01,3.621220189758689312e-03
5.608125904590459498e+01,3.620279818023769500e-03
5.609126103610361014e+01,3.619339849988827216e-03
5.610126302630263240e+01,3.618400285411254007e-03
5.611126501650165466e+01,3.617461124048620535e-03
5.612126700670066981e+01,3.616522365658693047e-03
5.613126899689969207e+01,3.615584009999419073e-03
5.614127098709871433e+01,3.614646056828934792e-03
5.615127297729772948e+01,3.613708505905566335e-03
5.616127496749675174e+01,3.612771356987821980e-03
5.617127695769577400e+01,3.611834609834399957e-03
5.618127894789478916e+01,3.610898264204184544e-03
5.619128093809381141e+01,3.609962319856243902e-03
5.620128292829283367e+01,3.609026776549835273e-03
5.621128491849184883e+01,3.608091634044399785e-03
5.622128690869087109e+01,3.607156892099564176e-03
5.623128889888989335e+01,3.606222550475142539e-03
5.624129088908890850e+01,3.605288608931133711e-03
5.625129287928793076e+01,3.604355067227719544e-03
5.626129486948695302e+01,3.603421925125268373e-03
5.627129685968596817e+01,3.602489182384336752e-03
5.628129884988499043e+01,3.601556838765659473e-03
5.629130084008401269e+01,3.600624894030159551e-03
5.630130283028302784e+01,3.599693347938946481e-03
5.631130482048205010e+01,3.598762200253305833e-03
5.632130681068107236e+01,3.597831450734717031e-03
5.633130880088008752e+01,3.596901099144837743e-03
5.634131079107910978e+01,3.595971145245509086e-03
5.635131278127813204e+01,3.595041588798756921e-03
5.636131477147714719e+01,3.594112429566791861e-03
5.637131676167616945e+01,3.593183667312005360e-03
5.638131875187519171e+01,3.592255301796971889e-03
5.639132074207420686e+01,3.591327332784449364e-03
5.640132273227322912e+01,3.590399760037376112e-03
5.641132472247225138e+01,3.589472583318879112e-03
5.642132671267126653e+01,3.588545802392260984e-03
5.643132870287028879e+01,3.587619417021008228e-03
5.644133069306931105e+01,3.586693426968789924e-03
5.645133268326832621e+01,3.585767831999458598e-03
5.646133467346734847e+01,3.584842631877044588e-03
5.647133666366637073e+01,3.583917826365761242e-03
5.648133865386538588e+01,3.582993415230004055e-03
5.649134064406440814e+01,3.582069398234348934e-03
5.650134263426343040e+01,3.581145775143553499e-03
5.651134462446244555e+01,3.580222545722554477e-03
5.652134661466146781e+01,3.579299709736468143e-03
5.653134860486049007e+01,3.578377266950593782e-03
5.654135059505950522e+01,3.577455217130411525e-03
5.655135258525852748e+01,3.576533560041577145e-03
5.656135457545754974e+01,3.575612295449931161e-03
5.657135656565656490e+01,3.574691423121491036e-03
5.658135855585558716e+01,3.573770942822455509e-03
5.659136054605460942e+01,3.572850854319195493e-03
5.660136253625362457e+01,3.571931157378276187e-03
5.661136452645264683e+01,3.571011851766425858e-03
5.662136651665166909e+01,3.570092937250559251e-03
5.663136850685068424e+01,3.569174413597773696e-03
5.664137049704970650e+01,3.568256280575332617e-03
5.665137248724872876e+01,3.567338537950690263e-03
5.666137447744774391e+01,3.566421185491476954e-03
5.667137646764676617e+01,3.565504222965492145e-03
5.668137845784578843e+01,3.564587650140720477e-03
5.669138044804480359e+01,3.563671466785326997e-03
5.670138243824382585e+01,3.562755672667648060e-03
5.671138442844284810e+01,3.561840267556196527e-03
5.672138641864186326e+01,3.560925251219670008e-03
5.673138840884088552e+01,3.560010623426936981e-03
5.674139039903990778e+01,3.559096383947043304e-03
5.675139238923892293e+01,3.558182532549214374e-03
5.676139437943794519e+01,3.557269069002849931e-03
5.677139636963696745e+01,3.556355993077524921e-03
5.678139835983598260e+01,3.555443304542993399e-03
5.679140035003500486e+01,3.554531003169182028e-03
5.680140234023402712e+01,3.553619088726199613e-03
5.681140433043304228e+01,3.552707560984322364e-03
5.682140632063206453e+01,3.551796419714006899e-03
5.683140831083108679e+01,3.550885664685884610e-03
5.684141030103010195e+01,3.549975295670762965e-03
5.685141229122912421e+01,3.549065312439619868e-03
5.686141428142814647e+01,3.548155714763614500e-03
5.687141627162716162e+01,3.547246502414077348e-03
5.688141826182618388e+01,3.546337675162511503e-03
5.689142025202520614e+01,3.545429232780600900e-03
5.690142224222422129e+01,3.544521175040196009e-03
5.691142423242324355e+01,3.543613501713326411e-03
5.692142622262226581e+01,3.542706212572192554e-03
5.693142821282128097e+01,3.541799307389170964e-03
5.694143020302030322e+01,3.540892785936811636e-03
5.695143219321932548e+01,3.539986647987835439e-03
5.696143418341834064e+01,3.539080893315139312e-03
5.697143617361736290e+01,3.538175521691792370e-03
5.698143816381638516e+01,3.537270532891035463e-03
5.699144015401540031e+01,3.536365926686284647e-03
5.700144214421442257e+01,3.535461702851124682e-03
5.701144413441344483e+01,3.534557861159318137e-03
5.702144612461245998e+01,3.533654401384794114e-03
5.703144811481148224e+01,3.532751323301658655e-03
5.704145010501050450e+01,3.531848626684186507e-03
5.705145209520951965e+01,3.530946311306825888e-03
5.706145408540854191e+01,3.530044376944194585e-03
5.707145607560756417e+01,3.529142823371086892e-03
5.708145806580657933e+01,3.528241650362462338e-03
5.709146005600560159e+01,3.527340857693453922e-03
5.710146204620462385e+01,3.526440445139368118e-03
5.711146403640363900e+01,3.525540412475678363e-03
5.712146602660266126e+01,3.524640759478030270e-03
5.713146801680168352e+01,3.523741485922240319e-03
5.714147000700070578e+01,3.522842591584296294e-03
5.715147199719972093e+01,3.521944076240354250e-03
5.716147398739874319e+01,3.521045939666740676e-03
5.717147597759776545e+01,3.520148181639953799e-03
5.718147796779678060e+01,3.519250801936657080e-03
5.719147995799580286e+01,3.518353800333690051e-03
5.720148194819482512e+01,3.517457176608056613e-03
5.721148393839384028e+01,3.516560930536931535e-03
5.722148592859286254e+01,3.515665061897658289e-03
5.723148791879188479e+01,3.514769570467750348e-03
5.724148990899089995e+01,3.513874456024890323e-03
5.725149189918992221e+01,3.512979718346924754e-03
5.726149388938894447e+01,3.512085357211876258e-03
5.727149587958795962e+01,3.511191372397930079e-03
5.728149786978698188e+01,3.510297763683441902e-03
5.729149985998600414e+01,3.509404530846932640e-03
5.730150185018501929e+01,3.508511673667097982e-03
5.731150384038404155e+01,3.507619191922790175e-03
5.732150583058306381e+01,3.506727085393040143e-03
5.733150782078207897e+01,3.505835353857041006e-03
5.734150981098110123e+01,3.504943997094151983e-03
5.735151180118012348e+01,3.504053014883901432e-03
5.736151379137913864e+01,3.503162407005984674e-03
5.737151578157816090e+01,3.502272173240262264e-03
5.738151777177718316e+01,3.501382313366762592e-03
5.739151976197619831e+01,3.500492827165681883e-03
5.740152175217522057e+01,3.499603714417377689e-03
5.741152374237424283e+01,3.498714974902379735e-03
5.742152573257325798e+01,3.497826608401380811e-03
5.743152772277228024e+01,3.496938614695238937e-03
5.744152971297130250e+01,3.496050993564978233e-03
5.745153170317031766e+01,3.495163744791790223e-03
5.746153369336933991e+01,3.494276868157027757e-03
5.747153568356836217e+01,3.493390363442215422e-03
5.748153767376737733e+01,3.492504230429035236e-03
5.749153966396639959e+01,3.491618468899338346e-03
5.750154165416542185e+01,3.490733078635143739e-03
5.751154364436443700e+01,3.489848059418626091e-03
5.752154563456345926e+01,3.488963411032133984e-03
5.753154762476248152e+01,3.488079133258173425e-03
5.754154961496149667e+01,3.487195225879420428e-03
5.755155160516051893e+01,3.486311688678707561e-03
5.756155359535954119e+01,3.485428521439039567e-03
5.757155558555855634e+01,3.484545723943578612e-03
5.758155757575757860e+01,3.483663295975654266e-03
5.759155956595660086e+01,3.482781237318757425e-03
5.760156155615561602e+01,3.481899547756540751e-03
5.761156354635463828e+01,3.481018227072824305e-03
5.762156553655366054e+01,3.480137275051589044e-03
5.763156752675267569e+01,3.479256691476979423e-03
5.764156951695169795e+01,3.478376476133297757e-03
5.765157150715072021e+01,3.477496628805013326e-03
5.766157349734973536e+01,3.476617149276761947e-03
5.767157548754875762e+01,3.475738037333332090e-03
5.768157747774777988e+01,3.474859292759678760e-03
5.769157946794679503e+01,3.473980915340923493e-03
5.770158145814581729e+01,3.473102904862340051e-03
5.771158344834483955e+01,3.472225261109373063e-03
5.772158543854385471e+01,3.471347983867621549e-03
5.773158742874287697e+01,3.470471072922850630e-03
5.774158941894189923e+01,3.469594528060984152e-03
5.775159140914091438e+01,3.468718349068107727e-03
5.776159339933993664e+01,3.467842535730465692e-03
5.777159538953895890e+01,3.466967087834468050e-03
5.778159737973797405e+01,3.466092005166681363e-03
5.779159936993699631e+01,3.465217287513831356e-03
5.780160136013601857e+01,3.464342934662808984e-03
5.781160335033503372e+01,3.463468946400662628e-03
5.782160534053405598e+01,3.462595322514598530e-03
5.783160733073307824e+01,3.461722062791986430e-03
5.784160932093209340e+01,3.460849167020353927e-03
5.785161131113111566e+01,3.459976634987387348e-03
5.786161330133013792e+01,3.459104466480934347e-03
5.787161529152915307e+01,3.458232661289000875e-03
5.788161728172817533e+01,3.457361219199753342e-03
5.789161927192719759e+01,3.456490140001512116e-03
5.790162126212621274e+01,3.455619423482763665e-03
5.791162325232523500e+01,3.454749069432148413e-03
5.792162524252425726e+01,3.453879077638463777e-03
5.793162723272327241e+01,3.453009447890674141e-03
5.794162922292229467e+01,3.452140179977888305e-03
5.795163121312131693e+01,3.451271273689385938e-03
5.796163320332033209e+01,3.450402728814601101e-03
5.797163519351935435e+01,3.449534545143118774e-03
5.798163718371837660e+01,3.448666722464691775e-03
5.799163917391739176e+01,3.447799260569221671e-03
5.800164116411641402e+01,3.446932159246774395e-03
5.801164315431543628e+01,3.446065418287567236e-03
5.802164514451445143e+01,3.445199037481981412e-03
5.803164713471347369e+01,3.444333016620546896e-03
5.804164912491249595e+01,3.443467355493956290e-03
5.805165111511151110e+01,3.442602053893057453e-03
5.806165310531053336e+01,3.441737111608852203e-03
5.807165509550955562e+01,3.440872528432503252e-03
5.808165708570857078e+01,3.440008304155327268e-03
5.809165907590759304e+01,3.439144438568793143e-03
5.810166106610661529e+01,3.438280931464532831e-03
5.811166305630563045e+01,3.437417782634330076e-03
5.812166504650465271e+01,3.436554991870122578e-03
5.813166703670367497e+01,3.435692558964008499e-03
5.814166902690269012e+01,3.434830483708237788e-03
5.815167101710171238e+01,3.433968765895213920e-03
5.816167300730073464e+01,3.433107405317500829e-03
5.817167499749974979e+01,3.432246401767812937e-03
5.818167698769877205e+01,3.431385755039021226e-03
5.819167897789779431e+01,3.430525464924151502e-03
5.820168096809680947e+01,3.429665531216383092e-03
5.821168295829583172e+01,3.428805953709049715e-03
5.822168494849485398e+01,3.427946732195639046e-03
5.823168693869386914e+01,3.427087866469796622e-03
5.824168892889289140e+01,3.426229356325313693e-03
5.825169091909191366e+01,3.425371201556144576e-03
5.826169290929092881e+01,3.424513401956394074e-03
5.827169489948995107e+01,3.423655957320314441e-03
5.828169688968897333e+01,3.422798867442320130e-03
5.829169887988798848e+01,3.421942132116976079e-03
5.830170087008701074e+01,3.421085751138995545e-03
5.831170286028603300e+01,3.420229724303250514e-03
5.832170485048504815e+01,3.419374051404763457e-03
5.833170684068407041e+01,3.418518732238709935e-03
5.834170883088309267e+01,3.417663766600418165e-03
5.835171082108210783e+01,3.416809154285369021e-03
5.836171281128113009e+01,3.415954895089193862e-03
5.837171480148015235e+01,3.415100988807676704e-03
5.838171679167916750e+01,3.414247435236756820e-03
5.839171878187818976e+01,3.413394234172521368e-03
5.840172077207721202e+01,3.412541385411210163e-03
5.841172276227622717e+01,3.411688888749216976e-03
5.842172475247524943e+01,3.410836743983083029e-03
5.843172674267427169e+01,3.409984950909503067e-03
5.844172873287328684e+01,3.409133509325324926e-03
5.845173072307230910e+01,3.408282419027542590e-03
5.846173271327133136e+01,3.407431679813304436e-03
5.847173470347034652e+01,3.406581291479910626e-03
5.848173669366936878e+01,3.405731253824806175e-03
5.849173868386839104e+01,3.404881566645595256e-03
5.850174067406740619e+01,3.404032229740025593e-03
5.851174266426642845e+01,3.403183242905995828e-03
5.852174465446545071e+01,3.402334605941556393e-03
5.853174664466446586e+01,3.401486318644908642e-03
5.854174863486348812e+01,3.400638380814401378e-03
5.855175062506251038e+01,3.399790792248533894e-03
5.856175261526152553e+01,3.398943552745955100e-03
5.857175460546054779e+01,3.398096662105463094e-03
5.858175659565957005e+01,3.397250120126004292e-03
5.859175858585858521e+01,3.396403926606679502e-03
5.860176057605760747e+01,3.395558081346727007e-03
5.861176256625662973e+01,3.394712584145547721e-03
5.862176455645564488e+01,3.393867434802683072e-03
5.863176654665466714e+01,3.393022633117822370e-03
5.864176853685368940e+01,3.392178178890808450e-03
5.865177052705270455e+01,3.391334071921628564e-03
5.866177251725172681e+01,3.390490312010417846e-03
5.867177450745074907e+01,3.389646898957463222e-03
5.868177649764976422e+01,3.388803832563196030e-03
5.869177848784878648e+01,3.387961112628195496e-03
5.870178047804780874e+01,3.387118738953191766e-03
5.871178246824682390e+01,3.386276711339058099e-03
5.872178445844584616e+01,3.385435029586819113e-03
5.873178644864486841e+01,3.384593693497641668e-03
5.874178843884388357e+01,3.383752702872845717e-03
5.875179042904290583e+01,3.382912057513893893e-03
5.876179241924192809e+01,3.382071757222395413e-03
5.877179440944094324e+01,3.381231801800112582e-03
